# t[s]      z(t) [m]
 -1.602921  0.536095
 -1.601720  0.538161
 -1.600520  0.540233
 -1.599320  0.542312
 -1.598120  0.544397
 -1.596919  0.546489
 -1.595719  0.548587
 -1.594519  0.550692
 -1.593319  0.552803
 -1.592118  0.554920
 -1.590918  0.557044
 -1.589718  0.559175
 -1.588518  0.561312
 -1.587317  0.563456
 -1.586117  0.565606
 -1.584917  0.567763
 -1.583717  0.569926
 -1.582517  0.572096
 -1.581316  0.574273
 -1.580116  0.576456
 -1.578916  0.578646
 -1.577716  0.580842
 -1.576515  0.583045
 -1.575315  0.585255
 -1.574115  0.587472
 -1.572915  0.589695
 -1.571714  0.591925
 -1.570514  0.594161
 -1.569314  0.596405
 -1.568114  0.598655
 -1.566913  0.600912
 -1.565713  0.603175
 -1.564513  0.605446
 -1.563313  0.607723
 -1.562112  0.610007
 -1.560912  0.612298
 -1.559712  0.614595
 -1.558512  0.616900
 -1.557311  0.619211
 -1.556111  0.621529
 -1.554911  0.623855
 -1.553711  0.626187
 -1.552511  0.628525
 -1.551310  0.630871
 -1.550110  0.633224
 -1.548910  0.635584
 -1.547710  0.637950
 -1.546509  0.640324
 -1.545309  0.642705
 -1.544109  0.645092
 -1.542909  0.647487
 -1.541708  0.649889
 -1.540508  0.652297
 -1.539308  0.654713
 -1.538108  0.657136
 -1.536907  0.659565
 -1.535707  0.662002
 -1.534507  0.664446
 -1.533307  0.666897
 -1.532106  0.669356
 -1.530906  0.671821
 -1.529706  0.674293
 -1.528506  0.676773
 -1.527305  0.679260
 -1.526105  0.681754
 -1.524905  0.684255
 -1.523705  0.686763
 -1.522505  0.689279
 -1.521304  0.691801
 -1.520104  0.694331
 -1.518904  0.696869
 -1.517704  0.699413
 -1.516503  0.701965
 -1.515303  0.704524
 -1.514103  0.707090
 -1.512903  0.709664
 -1.511702  0.712245
 -1.510502  0.714833
 -1.509302  0.717429
 -1.508102  0.720031
 -1.506901  0.722642
 -1.505701  0.725259
 -1.504501  0.727885
 -1.503301  0.730517
 -1.502100  0.733157
 -1.500900  0.735804
 -1.499700  0.738459
 -1.498500  0.741121
 -1.497299  0.743791
 -1.496099  0.746468
 -1.494899  0.749152
 -1.493699  0.751844
 -1.492498  0.754544
 -1.491298  0.757251
 -1.490098  0.759966
 -1.488898  0.762688
 -1.487698  0.765418
 -1.486497  0.768155
 -1.485297  0.770900
 -1.484097  0.773652
 -1.482897  0.776412
 -1.481696  0.779179
 -1.480496  0.781955
 -1.479296  0.784737
 -1.478096  0.787528
 -1.476895  0.790326
 -1.475695  0.793132
 -1.474495  0.795945
 -1.473295  0.798766
 -1.472094  0.801595
 -1.470894  0.804431
 -1.469694  0.807276
 -1.468494  0.810128
 -1.467293  0.812987
 -1.466093  0.815855
 -1.464893  0.818730
 -1.463693  0.821613
 -1.462492  0.824503
 -1.461292  0.827402
 -1.460092  0.830308
 -1.458892  0.833222
 -1.457692  0.836144
 -1.456491  0.839074
 -1.455291  0.842011
 -1.454091  0.844957
 -1.452891  0.847910
 -1.451690  0.850871
 -1.450490  0.853840
 -1.449290  0.856817
 -1.448090  0.859802
 -1.446889  0.862795
 -1.445689  0.865795
 -1.444489  0.868804
 -1.443289  0.871820
 -1.442088  0.874845
 -1.440888  0.877877
 -1.439688  0.880918
 -1.438488  0.883966
 -1.437287  0.887022
 -1.436087  0.890087
 -1.434887  0.893159
 -1.433687  0.896240
 -1.432486  0.899328
 -1.431286  0.902425
 -1.430086  0.905529
 -1.428886  0.908642
 -1.427686  0.911762
 -1.426485  0.914891
 -1.425285  0.918028
 -1.424085  0.921173
 -1.422885  0.924326
 -1.421684  0.927487
 -1.420484  0.930657
 -1.419284  0.933834
 -1.418084  0.937020
 -1.416883  0.940213
 -1.415683  0.943415
 -1.414483  0.946626
 -1.413283  0.949844
 -1.412082  0.953070
 -1.410882  0.956305
 -1.409682  0.959548
 -1.408482  0.962799
 -1.407281  0.966058
 -1.406081  0.969326
 -1.404881  0.972602
 -1.403681  0.975886
 -1.402480  0.979178
 -1.401280  0.982479
 -1.400080  0.985788
 -1.398880  0.989105
 -1.397680  0.992431
 -1.396479  0.995765
 -1.395279  0.999107
 -1.394079  1.002457
 -1.392879  1.005816
 -1.391678  1.009183
 -1.390478  1.012559
 -1.389278  1.015943
 -1.388078  1.019335
 -1.386877  1.022736
 -1.385677  1.026145
 -1.384477  1.029562
 -1.383277  1.032988
 -1.382076  1.036423
 -1.380876  1.039865
 -1.379676  1.043316
 -1.378476  1.046776
 -1.377275  1.050244
 -1.376075  1.053720
 -1.374875  1.057205
 -1.373675  1.060699
 -1.372474  1.064201
 -1.371274  1.067711
 -1.370074  1.071230
 -1.368874  1.074757
 -1.367674  1.078293
 -1.366473  1.081837
 -1.365273  1.085390
 -1.364073  1.088952
 -1.362873  1.092522
 -1.361672  1.096100
 -1.360472  1.099687
 -1.359272  1.103283
 -1.358072  1.106887
 -1.356871  1.110500
 -1.355671  1.114121
 -1.354471  1.117751
 -1.353271  1.121390
 -1.352070  1.125037
 -1.350870  1.128693
 -1.349670  1.132357
 -1.348470  1.136030
 -1.347269  1.139712
 -1.346069  1.143402
 -1.344869  1.147101
 -1.343669  1.150808
 -1.342468  1.154524
 -1.341268  1.158249
 -1.340068  1.161983
 -1.338868  1.165725
 -1.337668  1.169476
 -1.336467  1.173236
 -1.335267  1.177004
 -1.334067  1.180781
 -1.332867  1.184566
 -1.331666  1.188361
 -1.330466  1.192164
 -1.329266  1.195976
 -1.328066  1.199796
 -1.326865  1.203626
 -1.325665  1.207464
 -1.324465  1.211311
 -1.323265  1.215166
 -1.322064  1.219030
 -1.320864  1.222904
 -1.319664  1.226785
 -1.318464  1.230676
 -1.317263  1.234575
 -1.316063  1.238484
 -1.314863  1.242401
 -1.313663  1.246326
 -1.312462  1.250261
 -1.311262  1.254204
 -1.310062  1.258157
 -1.308862  1.262118
 -1.307662  1.266088
 -1.306461  1.270066
 -1.305261  1.274054
 -1.304061  1.278050
 -1.302861  1.282055
 -1.301660  1.286069
 -1.300460  1.290092
 -1.299260  1.294124
 -1.298060  1.298165
 -1.296859  1.302214
 -1.295659  1.306272
 -1.294459  1.310340
 -1.293259  1.314416
 -1.292058  1.318501
 -1.290858  1.322594
 -1.289658  1.326697
 -1.288458  1.330809
 -1.287257  1.334929
 -1.286057  1.339059
 -1.284857  1.343197
 -1.283657  1.347344
 -1.282456  1.351501
 -1.281256  1.355666
 -1.280056  1.359840
 -1.278856  1.364023
 -1.277656  1.368214
 -1.276455  1.372415
 -1.275255  1.376625
 -1.274055  1.380843
 -1.272855  1.385071
 -1.271654  1.389307
 -1.270454  1.393553
 -1.269254  1.397807
 -1.268054  1.402071
 -1.266853  1.406343
 -1.265653  1.410624
 -1.264453  1.414914
 -1.263253  1.419214
 -1.262052  1.423522
 -1.260852  1.427839
 -1.259652  1.432165
 -1.258452  1.436500
 -1.257251  1.440844
 -1.256051  1.445197
 -1.254851  1.449559
 -1.253651  1.453930
 -1.252450  1.458310
 -1.251250  1.462698
 -1.250050  1.467096
 -1.248850  1.471503
 -1.247650  1.475919
 -1.246449  1.480344
 -1.245249  1.484778
 -1.244049  1.489220
 -1.242849  1.493672
 -1.241648  1.498133
 -1.240448  1.502603
 -1.239248  1.507081
 -1.238048  1.511569
 -1.236847  1.516066
 -1.235647  1.520572
 -1.234447  1.525086
 -1.233247  1.529610
 -1.232046  1.534143
 -1.230846  1.538685
 -1.229646  1.543235
 -1.228446  1.547795
 -1.227245  1.552364
 -1.226045  1.556941
 -1.224845  1.561528
 -1.223645  1.566124
 -1.222444  1.570729
 -1.221244  1.575342
 -1.220044  1.579965
 -1.218844  1.584597
 -1.217644  1.589238
 -1.216443  1.593887
 -1.215243  1.598546
 -1.214043  1.603214
 -1.212843  1.607890
 -1.211642  1.612576
 -1.210442  1.617271
 -1.209242  1.621975
 -1.208042  1.626687
 -1.206841  1.631409
 -1.205641  1.636140
 -1.204441  1.640879
 -1.203241  1.645628
 -1.202040  1.650386
 -1.200840  1.655152
 -1.199640  1.659928
 -1.198440  1.664713
 -1.197239  1.669506
 -1.196039  1.674309
 -1.194839  1.679120
 -1.193639  1.683941
 -1.192438  1.688770
 -1.191238  1.693609
 -1.190038  1.698456
 -1.188838  1.703313
 -1.187638  1.708178
 -1.186437  1.713052
 -1.185237  1.717936
 -1.184037  1.722828
 -1.182837  1.727729
 -1.181636  1.732639
 -1.180436  1.737558
 -1.179236  1.742486
 -1.178036  1.747423
 -1.176835  1.752369
 -1.175635  1.757324
 -1.174435  1.762288
 -1.173235  1.767261
 -1.172034  1.772242
 -1.170834  1.777233
 -1.169634  1.782232
 -1.168434  1.787241
 -1.167233  1.792258
 -1.166033  1.797284
 -1.164833  1.802319
 -1.163633  1.807363
 -1.162432  1.812416
 -1.161232  1.817478
 -1.160032  1.822549
 -1.158832  1.827628
 -1.157632  1.832717
 -1.156431  1.837814
 -1.155231  1.842920
 -1.154031  1.848035
 -1.152831  1.853159
 -1.151630  1.858292
 -1.150430  1.863434
 -1.149230  1.868584
 -1.148030  1.873743
 -1.146829  1.878911
 -1.145629  1.884088
 -1.144429  1.889274
 -1.143229  1.894469
 -1.142028  1.899672
 -1.140828  1.904884
 -1.139628  1.910105
 -1.138428  1.915335
 -1.137227  1.920574
 -1.136027  1.925821
 -1.134827  1.931077
 -1.133627  1.936342
 -1.132426  1.941616
 -1.131226  1.946898
 -1.130026  1.952189
 -1.128826  1.957489
 -1.127626  1.962798
 -1.126425  1.968115
 -1.125225  1.973441
 -1.124025  1.978776
 -1.122825  1.984119
 -1.121624  1.989471
 -1.120424  1.994832
 -1.119224  2.000202
 -1.118024  2.005580
 -1.116823  2.010967
 -1.115623  2.016363
 -1.114423  2.021767
 -1.113223  2.027180
 -1.112022  2.032601
 -1.110822  2.038031
 -1.109622  2.043470
 -1.108422  2.048917
 -1.107221  2.054373
 -1.106021  2.059838
 -1.104821  2.065311
 -1.103621  2.070793
 -1.102420  2.076283
 -1.101220  2.081782
 -1.100020  2.087289
 -1.098820  2.092805
 -1.097620  2.098329
 -1.096419  2.103862
 -1.095219  2.109404
 -1.094019  2.114954
 -1.092819  2.120512
 -1.091618  2.126079
 -1.090418  2.131655
 -1.089218  2.137239
 -1.088018  2.142831
 -1.086817  2.148432
 -1.085617  2.154041
 -1.084417  2.159659
 -1.083217  2.165285
 -1.082016  2.170919
 -1.080816  2.176562
 -1.079616  2.182213
 -1.078416  2.187873
 -1.077215  2.193541
 -1.076015  2.199217
 -1.074815  2.204902
 -1.073615  2.210595
 -1.072414  2.216296
 -1.071214  2.222006
 -1.070014  2.227723
 -1.068814  2.233450
 -1.067614  2.239184
 -1.066413  2.244927
 -1.065213  2.250678
 -1.064013  2.256437
 -1.062813  2.262204
 -1.061612  2.267980
 -1.060412  2.273763
 -1.059212  2.279555
 -1.058012  2.285356
 -1.056811  2.291164
 -1.055611  2.296980
 -1.054411  2.302805
 -1.053211  2.308637
 -1.052010  2.314478
 -1.050810  2.320327
 -1.049610  2.326184
 -1.048410  2.332049
 -1.047209  2.337922
 -1.046009  2.343803
 -1.044809  2.349692
 -1.043609  2.355589
 -1.042408  2.361495
 -1.041208  2.367408
 -1.040008  2.373329
 -1.038808  2.379258
 -1.037608  2.385195
 -1.036407  2.391140
 -1.035207  2.397092
 -1.034007  2.403053
 -1.032807  2.409022
 -1.031606  2.414998
 -1.030406  2.420983
 -1.029206  2.426975
 -1.028006  2.432975
 -1.026805  2.438982
 -1.025605  2.444998
 -1.024405  2.451021
 -1.023205  2.457052
 -1.022004  2.463091
 -1.020804  2.469138
 -1.019604  2.475192
 -1.018404  2.481254
 -1.017203  2.487324
 -1.016003  2.493401
 -1.014803  2.499486
 -1.013603  2.505579
 -1.012402  2.511679
 -1.011202  2.517787
 -1.010002  2.523902
 -1.008802  2.530025
 -1.007602  2.536155
 -1.006401  2.542293
 -1.005201  2.548439
 -1.004001  2.554592
 -1.002801  2.560753
 -1.001600  2.566921
 -1.000400  2.573096
 -0.999200  2.579279
 -0.998000  2.585469
 -0.996799  2.591667
 -0.995599  2.597872
 -0.994399  2.604084
 -0.993199  2.610304
 -0.991998  2.616531
 -0.990798  2.622765
 -0.989598  2.629007
 -0.988398  2.635256
 -0.987197  2.641512
 -0.985997  2.647775
 -0.984797  2.654046
 -0.983597  2.660323
 -0.982396  2.666608
 -0.981196  2.672900
 -0.979996  2.679199
 -0.978796  2.685506
 -0.977596  2.691819
 -0.976395  2.698139
 -0.975195  2.704467
 -0.973995  2.710801
 -0.972795  2.717143
 -0.971594  2.723491
 -0.970394  2.729847
 -0.969194  2.736209
 -0.967994  2.742579
 -0.966793  2.748955
 -0.965593  2.755338
 -0.964393  2.761728
 -0.963193  2.768125
 -0.961992  2.774528
 -0.960792  2.780939
 -0.959592  2.787356
 -0.958392  2.793780
 -0.957191  2.800211
 -0.955991  2.806648
 -0.954791  2.813092
 -0.953591  2.819543
 -0.952390  2.826001
 -0.951190  2.832465
 -0.949990  2.838935
 -0.948790  2.845413
 -0.947590  2.851897
 -0.946389  2.858387
 -0.945189  2.864884
 -0.943989  2.871387
 -0.942789  2.877897
 -0.941588  2.884414
 -0.940388  2.890936
 -0.939188  2.897465
 -0.937988  2.904001
 -0.936787  2.910543
 -0.935587  2.917091
 -0.934387  2.923646
 -0.933187  2.930206
 -0.931986  2.936773
 -0.930786  2.943347
 -0.929586  2.949926
 -0.928386  2.956512
 -0.927185  2.963104
 -0.925985  2.969702
 -0.924785  2.976306
 -0.923585  2.982916
 -0.922384  2.989533
 -0.921184  2.996155
 -0.919984  3.002783
 -0.918784  3.009418
 -0.917584  3.016058
 -0.916383  3.022704
 -0.915183  3.029356
 -0.913983  3.036014
 -0.912783  3.042678
 -0.911582  3.049348
 -0.910382  3.056024
 -0.909182  3.062705
 -0.907982  3.069392
 -0.906781  3.076085
 -0.905581  3.082784
 -0.904381  3.089488
 -0.903181  3.096198
 -0.901980  3.102914
 -0.900780  3.109635
 -0.899580  3.116361
 -0.898380  3.123094
 -0.897179  3.129832
 -0.895979  3.136575
 -0.894779  3.143324
 -0.893579  3.150078
 -0.892378  3.156838
 -0.891178  3.163603
 -0.889978  3.170373
 -0.888778  3.177149
 -0.887578  3.183930
 -0.886377  3.190716
 -0.885177  3.197508
 -0.883977  3.204305
 -0.882777  3.211107
 -0.881576  3.217914
 -0.880376  3.224726
 -0.879176  3.231544
 -0.877976  3.238366
 -0.876775  3.245194
 -0.875575  3.252027
 -0.874375  3.258864
 -0.873175  3.265707
 -0.871974  3.272554
 -0.870774  3.279407
 -0.869574  3.286264
 -0.868374  3.293126
 -0.867173  3.299993
 -0.865973  3.306865
 -0.864773  3.313741
 -0.863573  3.320623
 -0.862372  3.327509
 -0.861172  3.334399
 -0.859972  3.341295
 -0.858772  3.348194
 -0.857572  3.355099
 -0.856371  3.362008
 -0.855171  3.368921
 -0.853971  3.375839
 -0.852771  3.382762
 -0.851570  3.389689
 -0.850370  3.396620
 -0.849170  3.403556
 -0.847970  3.410496
 -0.846769  3.417440
 -0.845569  3.424389
 -0.844369  3.431342
 -0.843169  3.438299
 -0.841968  3.445260
 -0.840768  3.452225
 -0.839568  3.459195
 -0.838368  3.466168
 -0.837167  3.473146
 -0.835967  3.480128
 -0.834767  3.487113
 -0.833567  3.494103
 -0.832366  3.501096
 -0.831166  3.508094
 -0.829966  3.515095
 -0.828766  3.522100
 -0.827566  3.529109
 -0.826365  3.536122
 -0.825165  3.543138
 -0.823965  3.550158
 -0.822765  3.557182
 -0.821564  3.564209
 -0.820364  3.571240
 -0.819164  3.578275
 -0.817964  3.585313
 -0.816763  3.592354
 -0.815563  3.599399
 -0.814363  3.606448
 -0.813163  3.613499
 -0.811962  3.620555
 -0.810762  3.627613
 -0.809562  3.634675
 -0.808362  3.641740
 -0.807161  3.648808
 -0.805961  3.655880
 -0.804761  3.662954
 -0.803561  3.670032
 -0.802360  3.677113
 -0.801160  3.684196
 -0.799960  3.691283
 -0.798760  3.698373
 -0.797560  3.705466
 -0.796359  3.712561
 -0.795159  3.719660
 -0.793959  3.726761
 -0.792759  3.733866
 -0.791558  3.740972
 -0.790358  3.748082
 -0.789158  3.755194
 -0.787958  3.762309
 -0.786757  3.769427
 -0.785557  3.776547
 -0.784357  3.783670
 -0.783157  3.790795
 -0.781956  3.797923
 -0.780756  3.805053
 -0.779556  3.812186
 -0.778356  3.819321
 -0.777155  3.826458
 -0.775955  3.833598
 -0.774755  3.840739
 -0.773555  3.847884
 -0.772354  3.855030
 -0.771154  3.862178
 -0.769954  3.869329
 -0.768754  3.876481
 -0.767554  3.883636
 -0.766353  3.890792
 -0.765153  3.897951
 -0.763953  3.905111
 -0.762753  3.912274
 -0.761552  3.919438
 -0.760352  3.926604
 -0.759152  3.933772
 -0.757952  3.940941
 -0.756751  3.948112
 -0.755551  3.955285
 -0.754351  3.962459
 -0.753151  3.969636
 -0.751950  3.976813
 -0.750750  3.983992
 -0.749550  3.991173
 -0.748350  3.998355
 -0.747149  4.005538
 -0.745949  4.012723
 -0.744749  4.019909
 -0.743549  4.027096
 -0.742348  4.034284
 -0.741148  4.041474
 -0.739948  4.048665
 -0.738748  4.055857
 -0.737548  4.063050
 -0.736347  4.070244
 -0.735147  4.077439
 -0.733947  4.084635
 -0.732747  4.091831
 -0.731546  4.099029
 -0.730346  4.106228
 -0.729146  4.113427
 -0.727946  4.120627
 -0.726745  4.127828
 -0.725545  4.135029
 -0.724345  4.142232
 -0.723145  4.149434
 -0.721944  4.156637
 -0.720744  4.163841
 -0.719544  4.171045
 -0.718344  4.178250
 -0.717143  4.185455
 -0.715943  4.192661
 -0.714743  4.199866
 -0.713543  4.207072
 -0.712342  4.214278
 -0.711142  4.221485
 -0.709942  4.228691
 -0.708742  4.235898
 -0.707542  4.243104
 -0.706341  4.250311
 -0.705141  4.257518
 -0.703941  4.264724
 -0.702741  4.271931
 -0.701540  4.279137
 -0.700340  4.286343
 -0.699140  4.293549
 -0.697940  4.300755
 -0.696739  4.307960
 -0.695539  4.315165
 -0.694339  4.322369
 -0.693139  4.329573
 -0.691938  4.336777
 -0.690738  4.343980
 -0.689538  4.351182
 -0.688338  4.358384
 -0.687137  4.365585
 -0.685937  4.372786
 -0.684737  4.379986
 -0.683537  4.387185
 -0.682336  4.394383
 -0.681136  4.401580
 -0.679936  4.408776
 -0.678736  4.415972
 -0.677536  4.423166
 -0.676335  4.430360
 -0.675135  4.437552
 -0.673935  4.444743
 -0.672735  4.451933
 -0.671534  4.459122
 -0.670334  4.466309
 -0.669134  4.473495
 -0.667934  4.480680
 -0.666733  4.487864
 -0.665533  4.495046
 -0.664333  4.502226
 -0.663133  4.509405
 -0.661932  4.516583
 -0.660732  4.523759
 -0.659532  4.530933
 -0.658332  4.538105
 -0.657131  4.545276
 -0.655931  4.552445
 -0.654731  4.559612
 -0.653531  4.566777
 -0.652330  4.573941
 -0.651130  4.581102
 -0.649930  4.588261
 -0.648730  4.595419
 -0.647530  4.602574
 -0.646329  4.609727
 -0.645129  4.616878
 -0.643929  4.624027
 -0.642729  4.631173
 -0.641528  4.638317
 -0.640328  4.645459
 -0.639128  4.652598
 -0.637928  4.659735
 -0.636727  4.666869
 -0.635527  4.674001
 -0.634327  4.681130
 -0.633127  4.688257
 -0.631926  4.695381
 -0.630726  4.702502
 -0.629526  4.709620
 -0.628326  4.716736
 -0.627125  4.723849
 -0.625925  4.730958
 -0.624725  4.738065
 -0.623525  4.745169
 -0.622324  4.752270
 -0.621124  4.759368
 -0.619924  4.766462
 -0.618724  4.773554
 -0.617524  4.780642
 -0.616323  4.787727
 -0.615123  4.794809
 -0.613923  4.801887
 -0.612723  4.808962
 -0.611522  4.816033
 -0.610322  4.823101
 -0.609122  4.830166
 -0.607922  4.837226
 -0.606721  4.844284
 -0.605521  4.851337
 -0.604321  4.858387
 -0.603121  4.865433
 -0.601920  4.872475
 -0.600720  4.879513
 -0.599520  4.886548
 -0.598320  4.893578
 -0.597119  4.900604
 -0.595919  4.907627
 -0.594719  4.914645
 -0.593519  4.921659
 -0.592318  4.928669
 -0.591118  4.935675
 -0.589918  4.942676
 -0.588718  4.949673
 -0.587518  4.956666
 -0.586317  4.963654
 -0.585117  4.970638
 -0.583917  4.977617
 -0.582717  4.984592
 -0.581516  4.991562
 -0.580316  4.998528
 -0.579116  5.005489
 -0.577916  5.012445
 -0.576715  5.019396
 -0.575515  5.026342
 -0.574315  5.033284
 -0.573115  5.040220
 -0.571914  5.047152
 -0.570714  5.054078
 -0.569514  5.061000
 -0.568314  5.067916
 -0.567113  5.074827
 -0.565913  5.081733
 -0.564713  5.088634
 -0.563513  5.095529
 -0.562312  5.102420
 -0.561112  5.109304
 -0.559912  5.116183
 -0.558712  5.123057
 -0.557512  5.129925
 -0.556311  5.136788
 -0.555111  5.143645
 -0.553911  5.150496
 -0.552711  5.157341
 -0.551510  5.164181
 -0.550310  5.171015
 -0.549110  5.177843
 -0.547910  5.184665
 -0.546709  5.191481
 -0.545509  5.198291
 -0.544309  5.205095
 -0.543109  5.211893
 -0.541908  5.218685
 -0.540708  5.225471
 -0.539508  5.232250
 -0.538308  5.239023
 -0.537107  5.245790
 -0.535907  5.252550
 -0.534707  5.259304
 -0.533507  5.266051
 -0.532306  5.272792
 -0.531106  5.279526
 -0.529906  5.286254
 -0.528706  5.292975
 -0.527506  5.299689
 -0.526305  5.306396
 -0.525105  5.313097
 -0.523905  5.319791
 -0.522705  5.326477
 -0.521504  5.333157
 -0.520304  5.339830
 -0.519104  5.346496
 -0.517904  5.353155
 -0.516703  5.359806
 -0.515503  5.366450
 -0.514303  5.373088
 -0.513103  5.379717
 -0.511902  5.386340
 -0.510702  5.392955
 -0.509502  5.399563
 -0.508302  5.406163
 -0.507101  5.412756
 -0.505901  5.419341
 -0.504701  5.425918
 -0.503501  5.432488
 -0.502300  5.439050
 -0.501100  5.445604
 -0.499900  5.452151
 -0.498700  5.458689
 -0.497499  5.465220
 -0.496299  5.471743
 -0.495099  5.478258
 -0.493899  5.484764
 -0.492699  5.491263
 -0.491498  5.497754
 -0.490298  5.504236
 -0.489098  5.510710
 -0.487898  5.517176
 -0.486697  5.523633
 -0.485497  5.530082
 -0.484297  5.536523
 -0.483097  5.542955
 -0.481896  5.549379
 -0.480696  5.555794
 -0.479496  5.562201
 -0.478296  5.568599
 -0.477095  5.574988
 -0.475895  5.581368
 -0.474695  5.587740
 -0.473495  5.594103
 -0.472294  5.600456
 -0.471094  5.606801
 -0.469894  5.613137
 -0.468694  5.619464
 -0.467493  5.625782
 -0.466293  5.632091
 -0.465093  5.638390
 -0.463893  5.644681
 -0.462693  5.650962
 -0.461492  5.657234
 -0.460292  5.663496
 -0.459092  5.669749
 -0.457892  5.675993
 -0.456691  5.682227
 -0.455491  5.688451
 -0.454291  5.694666
 -0.453091  5.700871
 -0.451890  5.707067
 -0.450690  5.713253
 -0.449490  5.719429
 -0.448290  5.725595
 -0.447089  5.731752
 -0.445889  5.737898
 -0.444689  5.744035
 -0.443489  5.750161
 -0.442288  5.756278
 -0.441088  5.762384
 -0.439888  5.768481
 -0.438688  5.774567
 -0.437487  5.780643
 -0.436287  5.786708
 -0.435087  5.792763
 -0.433887  5.798808
 -0.432687  5.804843
 -0.431486  5.810867
 -0.430286  5.816880
 -0.429086  5.822883
 -0.427886  5.828875
 -0.426685  5.834857
 -0.425485  5.840828
 -0.424285  5.846788
 -0.423085  5.852738
 -0.421884  5.858676
 -0.420684  5.864604
 -0.419484  5.870521
 -0.418284  5.876427
 -0.417083  5.882322
 -0.415883  5.888206
 -0.414683  5.894079
 -0.413483  5.899940
 -0.412282  5.905791
 -0.411082  5.911630
 -0.409882  5.917458
 -0.408682  5.923274
 -0.407481  5.929080
 -0.406281  5.934873
 -0.405081  5.940656
 -0.403881  5.946427
 -0.402681  5.952186
 -0.401480  5.957934
 -0.400280  5.963670
 -0.399080  5.969394
 -0.397880  5.975107
 -0.396679  5.980808
 -0.395479  5.986497
 -0.394279  5.992174
 -0.393079  5.997840
 -0.391878  6.003493
 -0.390678  6.009135
 -0.389478  6.014764
 -0.388278  6.020381
 -0.387077  6.025987
 -0.385877  6.031580
 -0.384677  6.037161
 -0.383477  6.042729
 -0.382276  6.048286
 -0.381076  6.053830
 -0.379876  6.059361
 -0.378676  6.064880
 -0.377475  6.070387
 -0.376275  6.075881
 -0.375075  6.081363
 -0.373875  6.086832
 -0.372675  6.092289
 -0.371474  6.097733
 -0.370274  6.103164
 -0.369074  6.108582
 -0.367874  6.113988
 -0.366673  6.119380
 -0.365473  6.124760
 -0.364273  6.130127
 -0.363073  6.135481
 -0.361872  6.140822
 -0.360672  6.146149
 -0.359472  6.151464
 -0.358272  6.156766
 -0.357071  6.162054
 -0.355871  6.167329
 -0.354671  6.172591
 -0.353471  6.177840
 -0.352270  6.183075
 -0.351070  6.188297
 -0.349870  6.193505
 -0.348670  6.198700
 -0.347469  6.203881
 -0.346269  6.209049
 -0.345069  6.214203
 -0.343869  6.219344
 -0.342669  6.224471
 -0.341468  6.229584
 -0.340268  6.234683
 -0.339068  6.239769
 -0.337868  6.244841
 -0.336667  6.249899
 -0.335467  6.254943
 -0.334267  6.259973
 -0.333067  6.264989
 -0.331866  6.269991
 -0.330666  6.274978
 -0.329466  6.279952
 -0.328266  6.284912
 -0.327065  6.289857
 -0.325865  6.294788
 -0.324665  6.299705
 -0.323465  6.304608
 -0.322264  6.309496
 -0.321064  6.314370
 -0.319864  6.319229
 -0.318664  6.324074
 -0.317463  6.328904
 -0.316263  6.333720
 -0.315063  6.338521
 -0.313863  6.343307
 -0.312663  6.348079
 -0.311462  6.352836
 -0.310262  6.357579
 -0.309062  6.362306
 -0.307862  6.367019
 -0.306661  6.371717
 -0.305461  6.376400
 -0.304261  6.381068
 -0.303061  6.385721
 -0.301860  6.390359
 -0.300660  6.394982
 -0.299460  6.399590
 -0.298260  6.404183
 -0.297059  6.408760
 -0.295859  6.413323
 -0.294659  6.417870
 -0.293459  6.422402
 -0.292258  6.426918
 -0.291058  6.431419
 -0.289858  6.435905
 -0.288658  6.440376
 -0.287457  6.444831
 -0.286257  6.449270
 -0.285057  6.453694
 -0.283857  6.458102
 -0.282657  6.462495
 -0.281456  6.466872
 -0.280256  6.471233
 -0.279056  6.475579
 -0.277856  6.479909
 -0.276655  6.484223
 -0.275455  6.488521
 -0.274255  6.492804
 -0.273055  6.497070
 -0.271854  6.501321
 -0.270654  6.505555
 -0.269454  6.509774
 -0.268254  6.513977
 -0.267053  6.518163
 -0.265853  6.522334
 -0.264653  6.526488
 -0.263453  6.530626
 -0.262252  6.534748
 -0.261052  6.538854
 -0.259852  6.542943
 -0.258652  6.547016
 -0.257451  6.551073
 -0.256251  6.555114
 -0.255051  6.559138
 -0.253851  6.563145
 -0.252651  6.567136
 -0.251450  6.571111
 -0.250250  6.575069
 -0.249050  6.579010
 -0.247850  6.582935
 -0.246649  6.586844
 -0.245449  6.590735
 -0.244249  6.594610
 -0.243049  6.598468
 -0.241848  6.602310
 -0.240648  6.606134
 -0.239448  6.609942
 -0.238248  6.613733
 -0.237047  6.617507
 -0.235847  6.621264
 -0.234647  6.625004
 -0.233447  6.628727
 -0.232246  6.632433
 -0.231046  6.636122
 -0.229846  6.639794
 -0.228646  6.643449
 -0.227445  6.647087
 -0.226245  6.650707
 -0.225045  6.654311
 -0.223845  6.657897
 -0.222645  6.661466
 -0.221444  6.665017
 -0.220244  6.668552
 -0.219044  6.672069
 -0.217844  6.675568
 -0.216643  6.679050
 -0.215443  6.682515
 -0.214243  6.685962
 -0.213043  6.689392
 -0.211842  6.692804
 -0.210642  6.696199
 -0.209442  6.699576
 -0.208242  6.702936
 -0.207041  6.706277
 -0.205841  6.709602
